cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,19.84,1.92,44.66,48%,0,16222,24901,0,0,0,0,0,0
2,2,19.27,1.93,44.73,47%,0,14903,24733,0,0,0,0,0,0
4,4,20.09,1.99,44.78,49%,0,16396,26742,0,0,0,0,0,0
8,8,21.73,2.11,49.67,48%,0,16771,29574,0,0,0,0,0,0
16,16,21.84,2.17,44.86,53%,0,16342,30317,0,0,0,0,0,0
32,32,23.98,2.33,49.83,52%,0,17645,38009,0,0,0,0,0,0
64,64,34.52,3.76,259.66,14%,0,20574,100584,0,0,0,0,0,0
128,128,46.61,5.75,569.74,9%,0,27656,211653,0,0,0,0,0,0
256,256,51.71,7.20,634.87,9%,0,37051,275588,0,0,0,0,0,0
512,512,62.04,9.78,585.21,12%,0,48554,334013,0,0,0,0,0,0
