cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,19.35,2.00,45.27,47%,0,16511,25436,0,0,0,0,0,0
2,2,19.76,2.05,50.43,43%,0,19047,26302,0,0,0,0,0,0
4,4,20.32,2.12,50.40,44%,0,15788,27977,0,0,0,0,0,0
8,8,21.57,2.21,50.40,47%,0,17009,30231,0,0,0,0,0,0
16,16,21.35,2.32,50.13,47%,0,16638,33444,0,0,0,0,0,0
32,32,23.64,2.59,55.16,47%,0,17018,40000,0,0,0,0,0,0
64,64,27.38,3.15,60.60,50%,0,19745,54307,0,0,0,0,0,0
128,128,33.14,4.39,120.46,31%,0,22791,94214,0,0,0,0,0,0
256,256,38.28,5.67,102.63,42%,0,29366,123512,0,0,0,0,0,0
512,512,48.48,9.14,139.35,41%,0,41673,205848,0,0,0,0,0,0
