cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,18.73,1.95,40.20,51%,0,15189,23558,0,0,0,0,0,0
2,2,18.90,2.02,40.41,51%,0,15988,23851,0,0,0,0,0,0
4,4,20.00,2.08,40.52,54%,0,16200,24974,0,0,0,0,0,0
8,8,20.33,2.03,40.48,55%,0,16258,25347,0,0,0,0,0,0
16,16,20.78,2.07,45.37,50%,0,16516,28712,0,0,0,0,0,0
32,32,21.73,2.41,55.45,43%,0,16427,35001,0,0,0,0,0,0
64,64,23.52,2.67,65.10,40%,0,18192,42829,0,0,0,0,0,0
128,128,26.76,3.09,65.15,45%,0,19099,54206,0,0,0,0,0,0
256,256,33.04,3.96,105.23,35%,0,26360,89575,0,0,0,0,0,0
512,512,38.52,5.88,103.79,42%,0,32165,132534,0,0,0,0,0,0
