cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,10.37,1.80,37.41,32%,0,1984,10862,0,0,0,0,0,0
2,2,10.42,1.78,39.33,31%,0,2074,9499,0,0,0,0,0,1
4,4,11.33,1.83,35.91,36%,0,2284,9754,0,0,0,0,0,0
8,8,11.27,2.19,49.39,27%,0,2470,14869,0,0,0,0,0,1
16,16,11.55,2.12,41.59,32%,0,2550,11550,0,0,0,0,0,1
32,32,12.10,2.63,44.28,33%,0,3087,13294,0,0,0,0,0,0
64,64,11.34,3.22,48.61,29%,0,2946,13953,0,0,0,0,0,1
128,128,14.37,4.78,61.47,31%,0,4747,21926,0,0,0,0,0,0
256,256,19.71,7.88,93.12,29%,0,7792,39175,0,0,0,0,0,0
512,512,29.68,14.02,152.75,28%,0,14696,67702,0,0,0,0,0,0
