cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,19.19,1.94,40.41,52%,0,15256,23313,0,0,0,0,0,0
2,2,18.82,1.97,40.13,51%,0,14657,23504,0,0,0,0,0,0
4,4,19.50,2.04,40.36,53%,0,15739,24933,0,0,0,0,0,0
8,8,19.53,2.05,40.16,53%,0,15824,25908,0,0,0,0,0,0
16,16,20.52,2.08,40.62,55%,0,16096,26649,0,0,0,0,0,0
32,32,21.16,2.23,45.36,51%,0,16730,32140,0,0,0,0,0,0
64,64,23.79,2.55,50.47,52%,0,17642,38438,0,0,0,0,0,0
128,128,29.06,3.20,90.75,35%,0,19982,61847,0,0,0,0,0,0
256,256,31.41,4.08,95.07,37%,0,25685,87916,0,0,0,0,0,0
512,512,41.42,6.25,280.30,17%,0,35774,174333,0,0,0,0,0,0
