cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,12.16,2.34,46.54,31%,0,2988,12437,3,56,0,0,0,0
2,2,12.91,2.29,42.44,35%,0,2548,12060,0,0,0,0,0,0
4,4,11.77,2.38,41.68,33%,0,2292,10799,0,0,0,0,0,0
8,8,11.91,2.49,43.34,33%,0,2336,11602,0,0,0,0,0,0
16,16,13.30,3.02,46.06,35%,0,2816,13792,0,0,0,0,0,0
32,32,13.21,3.54,49.70,33%,0,3046,42695,0,0,0,0,0,0
64,64,16.95,4.93,65.74,33%,0,4672,19158,0,0,0,0,0,1
128,128,18.89,7.15,84.09,30%,0,5507,32327,0,0,0,0,0,1
256,256,26.49,11.87,135.49,28%,0,9318,50027,0,0,0,0,0,0
512,512,38.09,21.34,203.07,29%,0,16633,76330,0,0,0,0,0,0
