cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,2.26,0.45,8.04,33%,0,122,1685,0,0,0,0,0,1
2,2,1.57,0.21,1.96,91%,0,70,165,0,0,0,0,0,1
4,4,1.60,0.20,1.95,92%,0,71,160,0,0,0,0,0,1
8,8,1.59,0.20,1.95,92%,0,70,158,0,0,0,0,0,1
16,16,1.58,0.20,1.93,92%,0,74,485,0,0,0,0,0,1
32,32,1.59,0.20,1.96,92%,0,71,157,0,0,0,0,0,1
64,64,1.58,0.20,1.94,92%,0,70,163,0,0,0,0,0,1
128,128,1.57,0.20,1.92,92%,0,71,155,0,0,0,0,0,1
256,256,1.61,0.20,1.97,92%,0,71,163,0,0,0,0,0,1
512,512,1.58,0.19,1.93,92%,0,76,155,0,0,0,0,0,1
