cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,10.84,2.08,45.95,28%,0,2179,11902,0,0,0,0,0,1
2,2,11.29,2.31,43.32,31%,0,2429,11126,0,0,0,0,0,1
4,4,11.96,2.21,48.82,29%,0,2568,12233,0,0,0,0,0,0
8,8,10.65,2.29,41.29,31%,0,2256,10961,0,0,0,0,0,0
16,16,12.39,2.64,53.04,28%,0,2773,12427,0,0,0,0,0,1
32,32,12.06,2.81,41.12,36%,0,2734,11255,0,0,0,0,0,1
64,64,15.14,4.30,53.94,36%,0,4159,16630,0,0,0,0,0,0
128,128,16.45,6.10,67.57,33%,0,5291,24419,0,0,0,0,0,0
256,256,22.34,9.58,108.82,29%,0,7959,41890,0,0,0,0,0,0
512,512,32.27,18.53,161.92,31%,0,14963,68795,0,0,0,0,0,0
