cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,27.30,2.71,60.59,49%,0,15574,25995,0,0,0,0,0,0
2,2,27.22,2.71,65.40,45%,0,15370,27443,0,0,0,0,0,0
4,4,28.48,2.73,84.21,37%,0,16382,32833,0,0,0,0,0,0
8,8,29.45,2.88,114.84,28%,0,17152,41421,0,0,0,0,0,0
16,16,32.48,3.14,175.56,20%,0,16421,58646,0,0,0,0,0,0
32,32,35.77,3.50,285.25,13%,0,17649,87929,0,0,0,0,0,0
64,64,38.69,3.85,300.09,14%,0,20176,97359,0,0,0,0,0,0
128,128,44.82,4.56,277.06,17%,0,22440,102130,0,0,0,0,0,0
256,256,49.72,5.78,286.17,19%,0,30406,127328,0,0,0,0,0,0
512,512,58.59,7.89,285.52,23%,0,43703,165768,0,0,0,0,0,0
