cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,28.70,2.74,75.89,41%,0,15266,29280,0,0,0,0,0,0
2,2,28.04,2.76,78.76,39%,0,16024,31888,0,0,0,0,0,0
4,4,29.81,2.82,100.08,32%,0,16086,37179,0,0,0,0,0,0
8,8,32.88,3.10,140.33,25%,0,17632,49075,0,0,0,0,0,0
16,16,34.51,3.49,218.95,17%,0,18099,72216,0,0,0,0,0,0
32,32,41.23,4.08,344.59,13%,0,20132,109260,0,0,0,0,0,0
64,64,49.64,5.32,389.05,14%,0,24417,137015,0,0,0,0,0,0
128,128,49.26,6.06,329.99,16%,0,29361,143332,0,0,0,0,0,0
256,256,62.57,8.26,337.06,21%,0,37192,181345,0,0,0,0,0,0
512,512,76.93,12.53,382.15,23%,0,57114,263814,0,0,0,0,0,0
