cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.48,0.44,11.54,60%,0,7606,8982,0,0,24,0,0,0
2,2,6.79,0.42,16.20,44%,0,7659,9288,0,0,24,0,0,0
4,4,7.01,0.46,16.34,45%,0,7911,9306,0,0,24,0,0,0
8,8,6.61,0.49,11.40,62%,0,8543,10268,0,0,32,0,0,0
16,16,7.03,0.51,11.48,65%,0,8146,9945,0,0,40,0,0,0
32,32,7.81,0.56,16.25,51%,0,8496,10727,0,0,56,0,0,0
64,64,9.13,0.68,21.34,46%,0,8669,12709,0,0,104,0,0,0
128,128,10.47,0.97,16.81,68%,0,10449,16104,0,0,184,0,0,0
256,256,14.51,1.56,26.39,60%,0,13193,23373,0,0,352,0,0,0
512,512,17.29,2.52,31.44,63%,0,17944,37930,0,0,672,0,0,0
