cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,43.18,2.85,58.70,78%,0,25247,29474,0,0,0,0,0,1
2,2,42.29,2.75,56.35,79%,0,24263,28750,0,0,0,0,0,1
4,4,42.38,2.66,56.14,80%,0,24466,28869,0,0,0,0,0,1
8,8,42.31,2.77,57.19,78%,0,25168,29941,0,0,0,0,0,1
16,16,42.52,2.69,55.52,81%,0,24656,29143,0,0,0,0,0,1
32,32,41.93,2.72,55.29,80%,0,23760,28513,0,0,0,0,0,1
64,64,43.16,2.69,57.07,80%,0,25208,29631,0,0,0,0,0,1
128,128,41.75,2.73,56.22,79%,0,24261,29130,0,0,0,0,0,1
256,256,41.72,2.71,55.47,80%,0,24613,29511,0,0,0,0,0,1
512,512,43.10,2.84,56.46,81%,0,24984,29029,0,0,0,0,0,1
