cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,42.24,2.60,54.81,81%,0,25118,29303,0,0,0,0,0,1
2,2,39.03,2.45,48.48,85%,0,24998,29288,0,0,0,0,0,1
4,4,38.27,2.47,48.08,84%,0,25190,30610,0,0,0,0,0,1
8,8,39.61,2.51,49.74,84%,0,24866,28763,0,0,0,0,0,1
16,16,41.08,2.44,50.79,85%,0,25554,29796,0,0,0,0,0,1
32,32,39.55,2.47,49.27,85%,0,24983,29103,0,0,0,0,0,1
64,64,38.48,2.41,48.08,85%,0,25706,29384,0,0,0,0,0,1
128,128,41.13,2.44,50.54,86%,0,25823,29108,0,0,0,0,0,1
256,256,39.44,2.41,48.85,85%,0,24654,28365,0,0,0,0,0,1
512,512,38.63,2.45,48.06,85%,0,24843,28715,0,0,0,0,0,1
