cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,39.06,2.52,48.83,85%,0,24926,29234,0,0,0,0,0,1
2,2,39.80,2.48,49.63,85%,0,24869,28550,0,0,0,0,0,1
4,4,40.57,2.42,50.34,85%,0,26245,29216,0,0,0,0,0,1
8,8,39.13,2.37,48.53,85%,0,25220,29263,0,0,0,0,0,1
16,16,38.77,2.45,48.67,84%,0,25865,29014,0,0,0,0,0,1
32,32,39.77,2.41,49.22,85%,0,25868,29876,0,0,0,0,0,1
64,64,38.64,2.40,48.16,85%,0,26561,30391,0,0,0,0,0,1
128,128,38.74,2.38,48.46,84%,0,24527,28506,0,0,0,0,0,1
256,256,39.78,2.50,49.58,85%,0,24942,28841,0,0,0,0,0,1
512,512,39.77,2.39,49.17,85%,0,25640,28977,0,0,0,0,0,1
