cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,2.06,0.38,6.41,38%,0,90,1615,0,0,0,0,0,1
2,2,1.57,0.20,1.93,92%,0,72,156,0,0,0,0,0,1
4,4,1.57,0.19,1.91,92%,0,66,219,0,0,0,0,0,1
8,8,1.54,0.21,1.92,91%,0,73,182,0,0,0,0,0,1
16,16,1.57,0.21,1.94,92%,0,72,166,0,0,0,0,0,1
32,32,1.55,0.20,1.91,92%,0,74,155,0,0,0,0,0,1
64,64,1.57,0.20,1.93,92%,0,74,155,0,0,0,0,0,1
128,128,1.58,0.20,1.94,92%,0,72,161,0,0,0,0,0,1
256,256,1.59,0.18,1.93,92%,0,74,156,0,0,0,0,0,1
512,512,1.57,0.18,1.91,91%,0,76,163,0,0,0,0,0,1
