cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,20.91,2.14,43.96,52%,0,14587,22747,0,0,0,0,0,0
2,2,21.54,2.18,42.67,55%,0,14919,22884,0,0,0,0,0,0
4,4,21.77,2.23,47.65,50%,0,15283,24438,0,0,0,0,0,0
8,8,21.89,2.19,47.35,50%,0,15840,26179,0,0,0,0,0,0
16,16,22.33,2.25,47.63,51%,0,16204,28165,0,0,0,0,0,0
32,32,23.92,2.39,47.66,55%,0,16734,31203,0,0,0,0,0,0
64,64,25.85,2.61,52.80,53%,0,18035,38758,0,0,0,0,0,0
128,128,29.80,3.16,147.51,22%,0,20012,71812,0,0,0,0,0,0
256,256,39.48,4.78,543.68,8%,0,28503,200148,0,0,0,0,0,0
512,512,45.39,6.29,462.62,11%,0,37148,227910,0,0,0,0,0,0
