cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,42.69,2.70,84.35,53%,0,26390,39386,0,0,0,0,0,0
2,2,44.45,2.51,88.48,53%,0,27860,41403,0,0,0,0,0,0
4,4,42.81,2.48,81.55,55%,0,28004,41560,0,0,0,0,0,0
8,8,44.25,2.62,82.27,56%,0,28490,42398,0,0,0,0,0,0
16,16,48.31,3.01,157.83,32%,0,28695,62309,0,0,0,0,0,0
32,32,56.26,3.98,328.53,18%,0,31170,109189,0,0,0,0,0,0
64,64,67.72,5.70,704.16,10%,0,37809,221422,0,0,0,0,0,0
128,128,75.77,7.04,856.09,9%,0,46591,291144,0,0,0,0,0,0
256,256,81.71,8.70,828.78,10%,0,56382,337249,0,0,0,0,0,0
512,512,94.55,11.42,823.63,12%,0,76676,418351,0,0,0,0,0,0
