cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.13,0.38,15.78,41%,0,7576,9006,0,0,32,0,0,0
2,2,6.33,0.41,15.66,43%,0,7981,9379,0,0,32,0,0,0
4,4,6.15,0.42,15.57,42%,0,7734,9320,0,0,40,0,0,0
8,8,6.92,0.47,15.87,46%,0,8013,10011,0,0,48,0,0,0
16,16,7.33,0.51,15.83,49%,0,8539,10498,0,0,64,0,0,0
32,32,8.97,0.67,25.59,37%,0,9493,13135,0,0,112,0,0,0
64,64,10.60,0.93,25.68,44%,0,10638,15924,0,0,184,0,0,0
128,128,12.21,1.33,25.64,52%,0,12497,21440,0,0,336,0,0,0
256,256,15.82,2.14,26.08,68%,0,15141,32641,0,0,640,0,0,0
512,512,21.91,3.86,45.73,56%,0,21438,55631,0,0,1256,0,0,0
