cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,19.68,1.89,42.63,50%,0,15539,23815,0,0,0,0,0,0
2,2,19.71,1.95,40.27,53%,0,15695,23717,0,0,0,0,0,0
4,4,19.25,1.87,44.58,47%,0,15244,24904,0,0,0,0,0,0
8,8,19.80,1.87,39.93,54%,0,16283,25315,0,0,0,0,0,0
16,16,20.36,1.98,39.66,56%,0,16289,26083,0,0,0,0,0,0
32,32,24.30,2.39,100.27,26%,0,17400,44951,0,0,0,0,0,0
64,64,34.54,3.65,385.04,9%,0,20501,121240,0,0,0,0,0,0
128,128,37.87,4.39,445.26,9%,0,24060,151055,0,0,0,0,0,0
256,256,41.71,5.15,425.19,11%,0,29600,176302,0,0,0,0,0,0
512,512,45.62,6.13,371.15,13%,0,35937,197403,0,0,0,0,0,0
