cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,45.86,2.73,82.50,58%,0,27452,39350,0,0,0,0,0,0
2,2,47.99,2.95,103.51,49%,0,26441,42773,0,0,0,0,0,0
4,4,48.65,2.85,89.99,57%,0,26915,40754,0,0,0,0,0,0
8,8,50.61,2.90,95.84,55%,0,27432,42535,0,0,0,0,0,0
16,16,50.72,3.13,89.06,60%,0,28553,45114,0,0,0,0,0,0
32,32,52.58,3.29,89.93,62%,0,28938,50516,0,0,0,0,0,0
64,64,55.79,3.75,109.45,54%,0,31537,65880,0,0,0,0,0,0
128,128,60.95,4.71,119.31,55%,0,37800,96555,0,0,0,0,0,0
256,256,81.71,7.93,984.63,9%,0,53770,374802,0,0,0,0,0,0
512,512,92.47,11.61,960.64,10%,0,76317,471528,0,0,0,0,0,0
