cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,20.40,2.23,51.24,44%,0,15385,25113,0,0,0,0,0,0
2,2,21.13,2.29,56.60,41%,0,15322,30700,0,0,0,0,0,0
4,4,21.91,2.23,61.59,39%,0,15996,28884,0,0,0,0,0,0
8,8,22.97,2.35,52.47,48%,0,15952,28845,0,0,0,0,0,0
16,16,24.03,2.58,63.20,42%,0,16073,34510,0,0,0,0,0,0
32,32,26.72,2.90,63.44,46%,0,17516,40547,0,0,0,0,0,0
64,64,29.41,3.38,83.73,39%,0,19164,57635,0,0,0,0,0,0
128,128,34.83,4.62,126.83,31%,0,23154,96368,0,0,0,0,0,0
256,256,40.80,6.17,119.57,39%,0,29113,130924,0,0,0,0,0,0
512,512,50.12,9.46,114.20,52%,0,42097,205842,0,0,0,0,0,0
