cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,2.43,0.22,3.04,87%,0,75,254,0,0,0,0,0,1
2,2,2.44,0.19,2.78,94%,0,76,159,0,0,0,0,0,1
4,4,2.38,0.22,2.75,94%,0,70,155,0,0,0,0,0,1
8,8,2.41,0.19,2.75,94%,0,76,155,0,0,0,0,0,1
16,16,2.40,0.21,2.76,94%,0,75,160,0,0,0,0,0,1
32,32,2.41,0.21,2.78,94%,0,75,155,0,0,0,0,0,1
64,64,2.40,0.19,2.74,94%,0,72,156,0,0,0,0,0,1
128,128,2.37,0.22,2.75,94%,0,72,155,0,0,0,0,0,1
256,256,2.38,0.22,2.76,94%,0,76,155,0,0,0,0,0,1
512,512,2.44,0.18,2.78,94%,0,74,160,0,0,0,0,0,1
