cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.39,0.47,16.10,42%,0,8050,9051,0,0,32,0,0,0
2,2,6.74,0.48,16.29,44%,0,8100,9646,0,0,32,0,0,0
4,4,6.62,0.54,16.18,44%,0,8438,9919,0,0,40,0,0,0
8,8,7.05,0.57,16.29,46%,0,8315,10029,0,0,48,0,0,0
16,16,8.59,0.64,21.25,43%,0,8689,11057,0,0,64,0,0,0
32,32,9.62,0.78,21.24,48%,0,8914,12516,0,0,104,0,0,0
64,64,11.77,1.08,26.64,48%,0,10647,16460,0,0,184,0,0,0
128,128,13.33,1.52,21.51,69%,0,12634,22465,0,0,336,0,0,0
256,256,17.03,2.53,27.95,69%,0,16223,33953,0,0,640,0,0,0
512,512,23.11,4.27,43.90,62%,0,22665,57036,0,0,1264,0,0,0
