cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.86,0.47,11.73,62%,0,8080,9485,0,0,24,0,0,0
2,2,6.15,0.45,11.25,58%,0,7892,9186,0,0,24,0,0,0
4,4,6.67,0.48,16.30,43%,0,7674,9027,0,0,24,0,0,0
8,8,6.36,0.49,11.08,61%,0,7930,9553,0,0,32,0,0,0
16,16,7.88,0.53,16.13,52%,0,8503,10448,0,0,40,0,0,0
32,32,7.90,0.64,16.05,53%,0,9078,11281,0,0,56,0,0,0
64,64,9.19,0.73,15.94,62%,0,9145,12615,0,0,96,0,0,0
128,128,11.19,1.05,18.68,65%,0,10495,16428,0,0,184,0,0,0
256,256,13.11,1.52,22.42,65%,0,12568,21709,0,0,344,0,0,0
512,512,16.77,2.38,28.91,66%,0,15976,33235,0,0,664,0,0,0
