cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,64.95,3.43,114.98,59%,0,27339,40278,0,0,0,0,0,0
2,2,62.73,3.51,125.26,52%,0,28559,45561,0,0,0,0,0,0
4,4,64.09,3.51,135.92,49%,0,27993,48469,0,0,0,0,0,0
8,8,68.60,3.65,179.78,40%,0,29104,59032,0,0,0,0,0,0
16,16,67.17,3.84,226.31,31%,0,29055,71328,0,0,0,0,0,0
32,32,73.20,4.21,344.66,22%,0,30723,101911,0,0,0,0,0,0
64,64,72.61,4.34,335.55,22%,0,31849,105022,0,0,0,0,0,0
128,128,73.16,4.86,335.47,23%,0,35519,122189,0,0,0,0,0,0
256,256,82.64,6.11,347.21,25%,0,40402,148504,0,0,0,0,0,0
512,512,93.31,8.01,340.20,29%,0,51230,180185,0,0,0,0,0,0
