cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.56,0.45,16.21,43%,0,8187,9522,0,0,32,0,0,0
2,2,6.44,0.44,16.06,42%,0,7857,9456,0,0,32,0,0,0
4,4,6.81,0.48,20.98,34%,0,8320,10064,0,0,40,0,0,0
8,8,7.25,0.57,16.25,48%,0,8293,10318,0,0,48,0,0,0
16,16,7.71,0.64,16.96,49%,0,8599,10697,0,0,64,0,0,0
32,32,9.63,0.81,22.69,46%,0,9300,12985,0,0,104,0,0,0
64,64,11.33,1.06,22.20,55%,0,10511,15846,0,0,176,0,0,0
128,128,12.80,1.52,21.45,66%,0,12314,21854,0,0,336,0,0,0
256,256,16.69,2.39,32.24,59%,0,15501,33454,0,0,640,0,0,0
512,512,22.53,4.33,44.41,60%,0,22539,57298,0,0,1256,0,0,0
