cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.50,0.47,11.31,61%,0,7551,8679,0,0,24,0,0,0
2,2,6.82,0.51,11.67,62%,0,7823,9051,0,0,24,0,0,0
4,4,6.72,0.46,16.30,44%,0,8010,9629,0,0,24,0,0,0
8,8,6.98,0.53,12.92,58%,0,8233,9798,0,0,32,0,0,0
16,16,7.30,0.52,15.96,49%,0,8026,9945,0,0,40,0,0,0
32,32,7.74,0.62,16.52,50%,0,8636,10849,0,0,56,0,0,0
64,64,8.57,0.72,20.92,44%,0,9190,12890,0,0,104,0,0,0
128,128,10.63,1.03,22.56,51%,0,10473,16174,0,0,184,0,0,0
256,256,12.78,1.48,18.16,78%,0,12799,21834,0,0,352,0,0,0
512,512,17.43,2.49,33.93,58%,0,16605,33668,0,0,664,0,0,0
