cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,1.85,0.33,5.08,43%,0,105,1699,0,0,0,0,0,1
2,2,1.55,0.20,1.91,91%,0,70,156,0,0,0,0,0,1
4,4,1.57,0.19,1.91,92%,0,71,155,0,0,0,0,0,1
8,8,1.53,0.21,1.89,92%,0,74,161,0,0,0,0,0,1
16,16,1.55,0.21,1.91,92%,0,72,155,0,0,0,0,0,1
32,32,1.54,0.21,1.90,92%,0,72,157,0,0,0,0,0,1
64,64,1.53,0.21,1.88,92%,0,74,155,0,0,0,0,0,1
128,128,1.57,0.19,1.91,92%,0,78,155,0,0,0,0,0,1
256,256,1.56,0.19,1.91,92%,0,70,158,0,0,0,0,0,1
512,512,1.53,0.21,1.89,92%,0,70,155,0,0,0,0,0,1
