cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,6.70,0.47,16.31,44%,0,8200,9446,0,0,32,0,0,0
2,2,6.82,0.51,17.55,41%,0,8126,9755,0,0,32,0,0,0
4,4,6.63,0.49,16.39,43%,0,8287,9826,0,0,40,0,0,0
8,8,7.11,0.59,21.00,36%,0,8542,10633,0,0,48,0,0,0
16,16,7.70,0.62,21.32,39%,0,8767,11185,0,0,64,0,0,0
32,32,8.93,0.73,21.08,45%,0,9168,12749,0,0,104,0,0,0
64,64,11.19,1.05,26.15,46%,0,10389,15873,0,0,184,0,0,0
128,128,12.79,1.50,26.05,54%,0,12102,22365,0,0,336,0,0,0
256,256,16.75,2.53,27.09,71%,0,16151,35132,0,0,632,0,0,0
512,512,22.76,4.04,49.10,54%,0,22432,57712,0,0,1256,0,0,0
