cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,15.15,3.17,80.79,22%,0,3731,23532,0,0,0,0,0,1
2,2,19.07,4.13,127.08,18%,0,4804,35571,0,0,0,0,0,0
4,4,17.93,4.24,109.79,20%,0,4242,30990,0,0,0,0,0,0
8,8,18.31,4.44,111.99,20%,0,4084,29766,0,0,0,0,0,0
16,16,20.88,5.00,122.95,21%,0,5390,40604,0,0,0,0,0,0
32,32,22.73,6.06,134.32,21%,0,6117,41352,0,0,0,0,0,0
64,64,23.81,7.84,157.99,20%,0,7908,59679,0,0,0,0,0,0
128,128,31.30,12.18,206.39,21%,0,14618,109209,0,0,0,0,0,0
256,256,44.28,20.91,289.03,22%,0,23011,179006,0,0,0,0,0,1
512,512,63.45,41.40,466.20,22%,0,38786,308669,0,0,0,0,0,1
