cores,tasks,user,system,elapsed,cpu,avMemory,involuntaryContextSwitch,voluntaryContextSwitch,faults,inputs,outputs,socketsIn,socketsOut,exitStatus
1,1,39.86,2.48,52.85,80%,0,24515,29019,0,0,0,0,0,1
2,2,39.71,2.61,51.97,81%,0,25586,29806,0,0,0,0,0,1
4,4,40.67,2.53,52.44,82%,0,23952,28634,0,0,0,0,0,1
8,8,39.15,2.42,48.66,85%,0,25350,29218,0,0,0,0,0,1
16,16,38.71,2.57,48.36,85%,0,25255,28923,0,0,0,0,0,1
32,32,39.60,2.41,49.11,85%,0,25600,29498,0,0,0,0,0,1
64,64,38.50,2.55,48.46,84%,0,25434,29518,0,0,0,0,0,1
128,128,39.97,2.41,49.56,85%,0,25718,29064,0,0,0,0,0,1
256,256,38.57,2.39,48.31,84%,0,24683,28939,0,0,0,0,0,1
512,512,38.38,2.49,48.16,84%,0,25340,29442,0,0,0,0,0,1
